ID	LAT	LON	startDate	endDate	CLASS_TYPE
5937	-11.090158	-53.331019	2001-09-01	2002-08-31	Primary Forest
5937	-11.090158	-53.331019	2002-09-01	2003-08-31	Primary Forest
5937	-11.090158	-53.331019	2003-09-01	2004-08-31	Primary Forest
5937	-11.090158	-53.331019	2004-09-01	2005-08-31	Primary Forest
5937	-11.090158	-53.331019	2005-09-01	2006-08-31	Primary Forest
5937	-11.090158	-53.331019	2006-09-01	2007-08-31	Primary Forest
5937	-11.090158	-53.331019	2007-09-01	2008-08-31	Primary Forest
5937	-11.090158	-53.331019	2008-09-01	2009-08-31	Primary Forest
5937	-11.090158	-53.331019	2009-09-01	2010-08-31	Primary Forest
5937	-11.090158	-53.331019	2010-09-01	2011-08-31	Primary Forest
5937	-11.090158	-53.331019	2011-09-01	2012-08-31	Primary Forest
5937	-11.090158	-53.331019	2012-09-01	2013-08-31	Primary Forest
5937	-11.090158	-53.331019	2013-09-01	2014-08-31	Primary Forest
5937	-11.090158	-53.331019	2014-09-01	2015-08-31	Primary Forest
5937	-11.090158	-53.331019	2015-09-01	2016-08-31	Primary Forest
5942	-11.150045	-53.454501	2000-09-01	2001-08-31	Primary Forest
5942	-11.150045	-53.454501	2001-09-01	2002-08-31	Primary Forest
5942	-11.150045	-53.454501	2002-09-01	2003-08-31	Primary Forest
5942	-11.150045	-53.454501	2003-09-01	2004-08-31	Primary Forest
5942	-11.150045	-53.454501	2004-09-01	2005-08-31	Primary Forest
5942	-11.150045	-53.454501	2005-09-01	2006-08-31	Primary Forest
5942	-11.150045	-53.454501	2006-09-01	2007-08-31	Primary Forest
5942	-11.150045	-53.454501	2007-09-01	2008-08-31	Primary Forest
5942	-11.150045	-53.454501	2008-09-01	2009-08-31	Primary Forest
5942	-11.150045	-53.454501	2009-09-01	2010-08-31	Primary Forest
5942	-11.150045	-53.454501	2010-09-01	2011-08-31	Primary Forest
5942	-11.150045	-53.454501	2011-09-01	2012-08-31	Primary Forest
5942	-11.150045	-53.454501	2012-09-01	2013-08-31	Primary Forest
5942	-11.150045	-53.454501	2013-09-01	2014-08-31	Primary Forest
5942	-11.150045	-53.454501	2014-09-01	2015-08-31	Primary Forest
5942	-11.150045	-53.454501	2015-09-01	2016-08-31	Primary Forest
5947	-11.16454	-53.565946	2000-09-01	2001-08-31	Primary Forest
5947	-11.16454	-53.565946	2001-09-01	2002-08-31	Primary Forest
5947	-11.16454	-53.565946	2002-09-01	2003-08-31	Primary Forest
5947	-11.16454	-53.565946	2003-09-01	2004-08-31	Primary Forest
5947	-11.16454	-53.565946	2004-09-01	2005-08-31	Primary Forest
5947	-11.16454	-53.565946	2005-09-01	2006-08-31	Primary Forest
5947	-11.16454	-53.565946	2006-09-01	2007-08-31	Primary Forest
5947	-11.16454	-53.565946	2007-09-01	2008-08-31	Primary Forest
5947	-11.16454	-53.565946	2008-09-01	2009-08-31	Primary Forest
5947	-11.16454	-53.565946	2009-09-01	2010-08-31	Primary Forest
5947	-11.16454	-53.565946	2010-09-01	2011-08-31	Primary Forest
5947	-11.16454	-53.565946	2011-09-01	2012-08-31	Primary Forest
5947	-11.16454	-53.565946	2012-09-01	2013-08-31	Primary Forest
5947	-11.16454	-53.565946	2013-09-01	2014-08-31	Primary Forest
5947	-11.16454	-53.565946	2014-09-01	2015-08-31	Primary Forest
5947	-11.16454	-53.565946	2015-09-01	2016-08-31	Primary Forest
5960	-11.375574	-53.598581	2000-09-01	2001-08-31	Primary Forest
5960	-11.375574	-53.598581	2001-09-01	2002-08-31	Primary Forest
5960	-11.375574	-53.598581	2002-09-01	2003-08-31	Primary Forest
5960	-11.375574	-53.598581	2003-09-01	2004-08-31	Primary Forest
5960	-11.375574	-53.598581	2004-09-01	2005-08-31	Primary Forest
5960	-11.375574	-53.598581	2005-09-01	2006-08-31	Primary Forest
5960	-11.375574	-53.598581	2006-09-01	2007-08-31	Primary Forest
5960	-11.375574	-53.598581	2007-09-01	2008-08-31	Primary Forest
5960	-11.375574	-53.598581	2008-09-01	2009-08-31	Primary Forest
5960	-11.375574	-53.598581	2009-09-01	2010-08-31	Primary Forest
5960	-11.375574	-53.598581	2010-09-01	2011-08-31	Primary Forest
5960	-11.375574	-53.598581	2011-09-01	2012-08-31	Primary Forest
5960	-11.375574	-53.598581	2012-09-01	2013-08-31	Primary Forest
5960	-11.375574	-53.598581	2013-09-01	2014-08-31	Primary Forest
5960	-11.375574	-53.598581	2014-09-01	2015-08-31	Primary Forest
5960	-11.375574	-53.598581	2015-09-01	2016-08-31	Primary Forest
5964	-11.361368	-53.26418	2000-09-01	2001-08-31	Primary Forest
5964	-11.361368	-53.26418	2001-09-01	2002-08-31	Primary Forest
5964	-11.361368	-53.26418	2002-09-01	2003-08-31	Primary Forest
5964	-11.361368	-53.26418	2003-09-01	2004-08-31	Primary Forest
5964	-11.361368	-53.26418	2004-09-01	2005-08-31	Primary Forest
5964	-11.361368	-53.26418	2005-09-01	2006-08-31	Primary Forest
5964	-11.361368	-53.26418	2006-09-01	2007-08-31	Primary Forest
5964	-11.361368	-53.26418	2007-09-01	2008-08-31	Primary Forest
5964	-11.361368	-53.26418	2008-09-01	2009-08-31	Primary Forest
5964	-11.361368	-53.26418	2009-09-01	2010-08-31	Primary Forest
5964	-11.361368	-53.26418	2010-09-01	2011-08-31	Primary Forest
5964	-11.361368	-53.26418	2011-09-01	2012-08-31	Primary Forest
5964	-11.361368	-53.26418	2012-09-01	2013-08-31	Primary Forest
5964	-11.361368	-53.26418	2013-09-01	2014-08-31	Primary Forest
5964	-11.361368	-53.26418	2014-09-01	2015-08-31	Primary Forest
5964	-11.361368	-53.26418	2015-09-01	2016-08-31	Primary Forest
5966	-11.345457	-53.196791	2000-09-01	2001-08-31	Primary Forest
5966	-11.345457	-53.196791	2001-09-01	2002-08-31	Primary Forest
5966	-11.345457	-53.196791	2002-09-01	2003-08-31	Primary Forest
5966	-11.345457	-53.196791	2003-09-01	2004-08-31	Primary Forest
5966	-11.345457	-53.196791	2004-09-01	2005-08-31	Primary Forest
5966	-11.345457	-53.196791	2005-09-01	2006-08-31	Primary Forest
5966	-11.345457	-53.196791	2006-09-01	2007-08-31	Primary Forest
5966	-11.345457	-53.196791	2007-09-01	2008-08-31	Primary Forest
5966	-11.345457	-53.196791	2008-09-01	2009-08-31	Primary Forest
5966	-11.345457	-53.196791	2009-09-01	2010-08-31	Primary Forest
5966	-11.345457	-53.196791	2010-09-01	2011-08-31	Primary Forest
5966	-11.345457	-53.196791	2011-09-01	2012-08-31	Primary Forest
5966	-11.345457	-53.196791	2012-09-01	2013-08-31	Primary Forest
5966	-11.345457	-53.196791	2013-09-01	2014-08-31	Primary Forest
5966	-11.345457	-53.196791	2014-09-01	2015-08-31	Primary Forest
5966	-11.345457	-53.196791	2015-09-01	2016-08-31	Primary Forest
5967	-11.299802	-53.062928	2008-09-01	2009-08-31	Primary Forest
5967	-11.299802	-53.062928	2009-09-01	2010-08-31	Primary Forest
5967	-11.299802	-53.062928	2010-09-01	2011-08-31	Primary Forest
5967	-11.299802	-53.062928	2011-09-01	2012-08-31	Primary Forest
5967	-11.299802	-53.062928	2012-09-01	2013-08-31	Primary Forest
5969	-11.260261	-52.974315	2007-09-01	2008-08-31	Primary Forest
5969	-11.260261	-52.974315	2008-09-01	2009-08-31	Primary Forest
5969	-11.260261	-52.974315	2009-09-01	2010-08-31	Primary Forest
5969	-11.260261	-52.974315	2010-09-01	2011-08-31	Primary Forest
5969	-11.260261	-52.974315	2011-09-01	2012-08-31	Primary Forest
5969	-11.260261	-52.974315	2012-09-01	2013-08-31	Primary Forest
6111	-11.486759	-52.377551	2008-09-01	2009-08-31	Primary Forest
6111	-11.486759	-52.377551	2009-09-01	2010-08-31	Primary Forest
6111	-11.486759	-52.377551	2010-09-01	2011-08-31	Primary Forest
6111	-11.486759	-52.377551	2011-09-01	2012-08-31	Primary Forest
6111	-11.486759	-52.377551	2012-09-01	2013-08-31	Primary Forest
6111	-11.486759	-52.377551	2013-09-01	2014-08-31	Primary Forest
6111	-11.486759	-52.377551	2014-09-01	2015-08-31	Primary Forest
6111	-11.486759	-52.377551	2015-09-01	2016-08-31	Primary Forest
6136	-10.101129	-52.528967	2008-09-01	2009-08-31	Primary Forest
6136	-10.101129	-52.528967	2009-09-01	2010-08-31	Primary Forest
6136	-10.101129	-52.528967	2010-09-01	2011-08-31	Primary Forest
6136	-10.101129	-52.528967	2011-09-01	2012-08-31	Primary Forest
6196	-7.567409	-55.574057	2008-09-01	2009-08-31	Primary Forest
6196	-7.567409	-55.574057	2009-09-01	2010-08-31	Primary Forest
6196	-7.567409	-55.574057	2010-09-01	2011-08-31	Primary Forest
6196	-7.567409	-55.574057	2011-09-01	2012-08-31	Primary Forest
6196	-7.567409	-55.574057	2012-09-01	2013-08-31	Primary Forest
6196	-7.567409	-55.574057	2013-09-01	2014-08-31	Primary Forest
6202	-7.061691	-55.784564	2006-09-01	2007-08-31	Primary Forest
6202	-7.061691	-55.784564	2007-09-01	2008-08-31	Primary Forest
6333	-3.19993611	-54.508	2003-09-01	2004-08-31	Primary Forest
6333	-3.19993611	-54.508	2004-09-01	2005-08-31	Primary Forest
6333	-3.19993611	-54.508	2005-09-01	2006-08-31	Primary Forest
6333	-3.19993611	-54.508	2006-09-01	2007-08-31	Primary Forest
6333	-3.19993611	-54.508	2007-09-01	2008-08-31	Primary Forest
6530	-2.867593	-47.207227	2010-09-01	2011-08-31	Primary Forest
6530	-2.867593	-47.207227	2011-09-01	2012-08-31	Primary Forest
6530	-2.867593	-47.207227	2012-09-01	2013-08-31	Primary Forest
6530	-2.867593	-47.207227	2013-09-01	2014-08-31	Primary Forest
6531	-2.854143	-47.209412	2010-09-01	2011-08-31	Primary Forest
6531	-2.854143	-47.209412	2011-09-01	2012-08-31	Primary Forest
6531	-2.854143	-47.209412	2012-09-01	2013-08-31	Primary Forest
6531	-2.854143	-47.209412	2013-09-01	2014-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2000-09-01	2001-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2001-09-01	2002-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2002-09-01	2003-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2003-09-01	2004-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2004-09-01	2005-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2005-09-01	2006-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2006-09-01	2007-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2007-09-01	2008-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2008-09-01	2009-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2009-09-01	2010-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2010-09-01	2011-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2011-09-01	2012-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2012-09-01	2013-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2013-09-01	2014-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2014-09-01	2015-08-31	Primary Forest
6584	-4.18133611	-61.26239167	2015-09-01	2016-08-31	Primary Forest
6586	-2.91141389	-60.323225	2000-09-01	2001-08-31	Primary Forest
6586	-2.91141389	-60.323225	2001-09-01	2002-08-31	Primary Forest
6586	-2.91141389	-60.323225	2002-09-01	2003-08-31	Primary Forest
6586	-2.91141389	-60.323225	2003-09-01	2004-08-31	Primary Forest
6586	-2.91141389	-60.323225	2004-09-01	2005-08-31	Primary Forest
6586	-2.91141389	-60.323225	2005-09-01	2006-08-31	Primary Forest
6586	-2.91141389	-60.323225	2006-09-01	2007-08-31	Primary Forest
6586	-2.91141389	-60.323225	2007-09-01	2008-08-31	Primary Forest
6586	-2.91141389	-60.323225	2008-09-01	2009-08-31	Primary Forest
6586	-2.91141389	-60.323225	2009-09-01	2010-08-31	Primary Forest
6586	-2.91141389	-60.323225	2010-09-01	2011-08-31	Primary Forest
6586	-2.91141389	-60.323225	2011-09-01	2012-08-31	Primary Forest
6586	-2.91141389	-60.323225	2012-09-01	2013-08-31	Primary Forest
6586	-2.91141389	-60.323225	2013-09-01	2014-08-31	Primary Forest
6588	-3.300958	-68.424813	2011-09-01	2012-08-31	Primary Forest
6588	-3.300958	-68.424813	2012-09-01	2013-08-31	Primary Forest
6588	-3.300958	-68.424813	2013-09-01	2014-08-31	Primary Forest
6588	-3.300958	-68.424813	2014-09-01	2015-08-31	Primary Forest
6588	-3.300958	-68.424813	2015-09-01	2016-08-31	Primary Forest
6597	-2.864669	-65.322938	2000-09-01	2001-08-31	Primary Forest
6597	-2.864669	-65.322938	2001-09-01	2002-08-31	Primary Forest
6597	-2.864669	-65.322938	2002-09-01	2003-08-31	Primary Forest
6597	-2.864669	-65.322938	2003-09-01	2004-08-31	Primary Forest
6597	-2.864669	-65.322938	2004-09-01	2005-08-31	Primary Forest
6597	-2.864669	-65.322938	2005-09-01	2006-08-31	Primary Forest
6597	-2.864669	-65.322938	2006-09-01	2007-08-31	Primary Forest
6597	-2.864669	-65.322938	2007-09-01	2008-08-31	Primary Forest
6597	-2.864669	-65.322938	2008-09-01	2009-08-31	Primary Forest
6597	-2.864669	-65.322938	2009-09-01	2010-08-31	Primary Forest
6597	-2.864669	-65.322938	2010-09-01	2011-08-31	Primary Forest
6597	-2.864669	-65.322938	2011-09-01	2012-08-31	Primary Forest
6597	-2.864669	-65.322938	2012-09-01	2013-08-31	Primary Forest
6597	-2.864669	-65.322938	2013-09-01	2014-08-31	Primary Forest
6597	-2.864669	-65.322938	2014-09-01	2015-08-31	Primary Forest
6597	-2.864669	-65.322938	2015-09-01	2016-08-31	Primary Forest
6729	-9.355286	-64.046545	2000-09-01	2001-08-31	Primary Forest
6729	-9.355286	-64.046545	2001-09-01	2002-08-31	Primary Forest
6729	-9.355286	-64.046545	2002-09-01	2003-08-31	Primary Forest
6729	-9.355286	-64.046545	2003-09-01	2004-08-31	Primary Forest
6729	-9.355286	-64.046545	2004-09-01	2005-08-31	Primary Forest
6729	-9.355286	-64.046545	2005-09-01	2006-08-31	Primary Forest
6729	-9.355286	-64.046545	2006-09-01	2007-08-31	Primary Forest
6729	-9.355286	-64.046545	2007-09-01	2008-08-31	Primary Forest
6729	-9.355286	-64.046545	2008-09-01	2009-08-31	Primary Forest
6729	-9.355286	-64.046545	2009-09-01	2010-08-31	Primary Forest
6729	-9.355286	-64.046545	2010-09-01	2011-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2000-09-01	2001-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2001-09-01	2002-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2002-09-01	2003-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2003-09-01	2004-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2004-09-01	2005-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2005-09-01	2006-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2006-09-01	2007-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2007-09-01	2008-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2008-09-01	2009-08-31	Primary Forest
6814	-12.2599083333	-54.85335	2009-09-01	2010-08-31	Primary Forest
6831	-12.009235	-55.0249666667	2010-09-01	2011-08-31	Primary Forest
6831	-12.009235	-55.0249666667	2011-09-01	2012-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2000-09-01	2001-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2001-09-01	2002-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2002-09-01	2003-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2003-09-01	2004-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2004-09-01	2005-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2005-09-01	2006-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2006-09-01	2007-08-31	Primary Forest
6905	-7.67741722222	-55.0044177778	2007-09-01	2008-08-31	Primary Forest
6972	-6.5455944444444	-51.753000555556	2013-09-01	2014-08-31	Primary Forest
